BenchmarkAverageDiff,       1,1003171499 ns/op,  304264 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2263661 ns/op,  305518 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2231745 ns/op,  305121 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83993 ns/op,    7945 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1107105 ns/op,  284916 B/op,    1560 allocs/op
BenchmarkInit,       1,2596226485 ns/op,370688928 B/op, 4686749 allocs/op
BenchmarkGeneExpression,     500,   5001610 ns/op,  309286 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004426214 ns/op,  304264 B/op,    1734 allocs/op
BenchmarkStd,    1000,   2263355 ns/op,  305125 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2228979 ns/op,  305067 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83556 ns/op,    7945 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1108311 ns/op,  284960 B/op,    1560 allocs/op
BenchmarkInit,       1,2635908639 ns/op,370790128 B/op, 4687323 allocs/op
BenchmarkGeneExpression,     500,   4993909 ns/op,  309161 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004614663 ns/op,  304264 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2275123 ns/op,  305016 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2241585 ns/op,  304962 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     85833 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1110982 ns/op,  284954 B/op,    1561 allocs/op
BenchmarkInit,       1,2622060359 ns/op,370769552 B/op, 4687230 allocs/op
BenchmarkGeneExpression,     500,   4989456 ns/op,  309266 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003914864 ns/op,  304280 B/op,    1734 allocs/op
BenchmarkStd,    1000,   2264205 ns/op,  305370 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2234442 ns/op,  305354 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     84503 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1111749 ns/op,  284948 B/op,    1560 allocs/op
BenchmarkInit,       1,2594337761 ns/op,370670768 B/op, 4686651 allocs/op
BenchmarkGeneExpression,     500,   4860295 ns/op,  309316 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004721895 ns/op,  303528 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2271225 ns/op,  305119 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2234239 ns/op,  305077 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83056 ns/op,    7945 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1124476 ns/op,  284954 B/op,    1560 allocs/op
BenchmarkInit,       1,2586361372 ns/op,370780576 B/op, 4687280 allocs/op
BenchmarkGeneExpression,     500,   5028280 ns/op,  309287 B/op,    1682 allocs/op
BenchmarkAverageDiff,       1,1003155702 ns/op,  303528 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2330155 ns/op,  305428 B/op,    1713 allocs/op
BenchmarkVariance,    1000,   2220369 ns/op,  305326 B/op,    1716 allocs/op
BenchmarkSetScale,   20000,     83655 ns/op,    7949 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1113671 ns/op,  284894 B/op,    1561 allocs/op
BenchmarkInit,       1,2615613816 ns/op,370669632 B/op, 4686603 allocs/op
BenchmarkGeneExpression,     500,   4979174 ns/op,  309259 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1002912460 ns/op,  304280 B/op,    1734 allocs/op
BenchmarkStd,    1000,   2269528 ns/op,  305512 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2248727 ns/op,  304685 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     84467 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1110331 ns/op,  284895 B/op,    1560 allocs/op
BenchmarkInit,       1,2622624856 ns/op,370817392 B/op, 4687115 allocs/op
BenchmarkGeneExpression,     500,   4962176 ns/op,  309300 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003213090 ns/op,  304280 B/op,    1734 allocs/op
BenchmarkStd,    1000,   2262708 ns/op,  305494 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2241053 ns/op,  304813 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     84403 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1105720 ns/op,  284922 B/op,    1561 allocs/op
BenchmarkInit,       1,2590286522 ns/op,370703712 B/op, 4686916 allocs/op
BenchmarkGeneExpression,     500,   4985157 ns/op,  309364 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003693327 ns/op,  347640 B/op,    1736 allocs/op
BenchmarkStd,    1000,   2259341 ns/op,  305410 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2230979 ns/op,  305233 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     85326 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1107126 ns/op,  284923 B/op,    1560 allocs/op
BenchmarkInit,       1,2601728653 ns/op,370774208 B/op, 4687272 allocs/op
BenchmarkGeneExpression,     500,   4866184 ns/op,  309233 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1002997949 ns/op,  303448 B/op,    1732 allocs/op
BenchmarkStd,    1000,   2278688 ns/op,  305115 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2229710 ns/op,  305362 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83362 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1112267 ns/op,  284906 B/op,    1560 allocs/op
BenchmarkInit,       1,2600507237 ns/op,370686688 B/op, 4686723 allocs/op
BenchmarkGeneExpression,     500,   4915331 ns/op,  309253 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004650785 ns/op,  347768 B/op,    1737 allocs/op
BenchmarkStd,    1000,   2259012 ns/op,  305422 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2229776 ns/op,  304879 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     84568 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1114880 ns/op,  284875 B/op,    1560 allocs/op
BenchmarkInit,       1,2597129632 ns/op,370669392 B/op, 4686618 allocs/op
BenchmarkGeneExpression,     500,   4920485 ns/op,  309356 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003225734 ns/op,  304296 B/op,    1734 allocs/op
BenchmarkStd,    1000,   2266809 ns/op,  305398 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2223977 ns/op,  305227 B/op,    1716 allocs/op
BenchmarkSetScale,   20000,     85908 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1108283 ns/op,  284942 B/op,    1560 allocs/op
BenchmarkInit,       1,2597109747 ns/op,370689408 B/op, 4686790 allocs/op
BenchmarkGeneExpression,     500,   4925389 ns/op,  309195 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003865595 ns/op,  347864 B/op,    1738 allocs/op
BenchmarkStd,    1000,   2258580 ns/op,  305248 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2218405 ns/op,  305287 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     84628 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1109803 ns/op,  284922 B/op,    1560 allocs/op
BenchmarkInit,       1,2589431183 ns/op,370723568 B/op, 4686919 allocs/op
BenchmarkGeneExpression,     500,   4985029 ns/op,  309294 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004598030 ns/op,  305416 B/op,    1735 allocs/op
BenchmarkStd,    1000,   2265662 ns/op,  305147 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2224847 ns/op,  305275 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83176 ns/op,    7945 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1119013 ns/op,  284976 B/op,    1560 allocs/op
BenchmarkInit,       1,2631036626 ns/op,370682368 B/op, 4686816 allocs/op
BenchmarkGeneExpression,     500,   4872332 ns/op,  309340 B/op,    1682 allocs/op
BenchmarkAverageDiff,       1,1004693594 ns/op,  348024 B/op,    1740 allocs/op
BenchmarkStd,    1000,   2272568 ns/op,  305442 B/op,    1713 allocs/op
BenchmarkVariance,    1000,   2251936 ns/op,  305439 B/op,    1716 allocs/op
BenchmarkSetScale,   20000,     84850 ns/op,    7947 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1112111 ns/op,  284956 B/op,    1561 allocs/op
BenchmarkInit,       1,2593258470 ns/op,370696112 B/op, 4686859 allocs/op
BenchmarkGeneExpression,     500,   4874595 ns/op,  309366 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1005954360 ns/op,  347112 B/op,    1737 allocs/op
BenchmarkStd,    1000,   2283207 ns/op,  305245 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2223056 ns/op,  305392 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83216 ns/op,    7947 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1111042 ns/op,  284832 B/op,    1560 allocs/op
BenchmarkInit,       1,2611213112 ns/op,370745904 B/op, 4687153 allocs/op
BenchmarkGeneExpression,     500,   4938355 ns/op,  309350 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004638386 ns/op,  304168 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2266734 ns/op,  305094 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2224023 ns/op,  305225 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     85788 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1108634 ns/op,  284935 B/op,    1561 allocs/op
BenchmarkInit,       1,2641553867 ns/op,370741472 B/op, 4687159 allocs/op
BenchmarkGeneExpression,     500,   4904145 ns/op,  309341 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1002940527 ns/op,  303528 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2250615 ns/op,  305388 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2247266 ns/op,  305383 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     85414 ns/op,    7948 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1114214 ns/op,  284949 B/op,    1560 allocs/op
BenchmarkInit,       1,2622337774 ns/op,370769760 B/op, 4687229 allocs/op
BenchmarkGeneExpression,     500,   4951938 ns/op,  309307 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004483194 ns/op,  304168 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2253095 ns/op,  305459 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2240526 ns/op,  305567 B/op,    1716 allocs/op
BenchmarkSetScale,   20000,     86532 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1110198 ns/op,  284876 B/op,    1560 allocs/op
BenchmarkInit,       1,2622292657 ns/op,370718144 B/op, 4686861 allocs/op
BenchmarkGeneExpression,     500,   5038769 ns/op,  309316 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004682058 ns/op,  347096 B/op,    1737 allocs/op
BenchmarkStd,    1000,   2348446 ns/op,  305465 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2256589 ns/op,  305004 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83323 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1105970 ns/op,  284874 B/op,    1560 allocs/op
BenchmarkInit,       1,2605098183 ns/op,370725680 B/op, 4686888 allocs/op
BenchmarkGeneExpression,     500,   5003201 ns/op,  309300 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004614560 ns/op,  304264 B/op,    1734 allocs/op
BenchmarkStd,    1000,   2275944 ns/op,  305345 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2235965 ns/op,  305167 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     86547 ns/op,    7945 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1110419 ns/op,  284849 B/op,    1560 allocs/op
BenchmarkInit,       1,2605046129 ns/op,370727776 B/op, 4686917 allocs/op
BenchmarkGeneExpression,     500,   4919130 ns/op,  309202 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004117286 ns/op,  304728 B/op,    1737 allocs/op
BenchmarkStd,    1000,   2265941 ns/op,  305531 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2225466 ns/op,  305161 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83261 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1102794 ns/op,  284859 B/op,    1560 allocs/op
BenchmarkInit,       1,2632485449 ns/op,370727056 B/op, 4686913 allocs/op
BenchmarkGeneExpression,     500,   4920768 ns/op,  309365 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004598141 ns/op,  304280 B/op,    1734 allocs/op
BenchmarkStd,    1000,   2252397 ns/op,  305352 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2229483 ns/op,  305170 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     85610 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1104749 ns/op,  284949 B/op,    1560 allocs/op
BenchmarkInit,       1,2608871595 ns/op,370763120 B/op, 4687204 allocs/op
BenchmarkGeneExpression,     500,   4908072 ns/op,  309269 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004142776 ns/op,  347672 B/op,    1736 allocs/op
BenchmarkStd,    1000,   2271118 ns/op,  305283 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2226421 ns/op,  305271 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     84473 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1109198 ns/op,  284936 B/op,    1560 allocs/op
BenchmarkInit,       1,2596580611 ns/op,370747408 B/op, 4687008 allocs/op
BenchmarkGeneExpression,     500,   5021933 ns/op,  309273 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004692682 ns/op,  304360 B/op,    1735 allocs/op
BenchmarkStd,    1000,   2272880 ns/op,  305189 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2244431 ns/op,  305576 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     86310 ns/op,    7945 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1109392 ns/op,  284919 B/op,    1560 allocs/op
BenchmarkInit,       1,2609541638 ns/op,370727328 B/op, 4687017 allocs/op
BenchmarkGeneExpression,     500,   4936496 ns/op,  309301 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003897544 ns/op,  347672 B/op,    1736 allocs/op
BenchmarkStd,    1000,   2262326 ns/op,  305333 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2228903 ns/op,  305277 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83660 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1111115 ns/op,  284978 B/op,    1560 allocs/op
BenchmarkInit,       1,2584348378 ns/op,370701632 B/op, 4686801 allocs/op
BenchmarkGeneExpression,     500,   4915380 ns/op,  309268 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003183483 ns/op,  347736 B/op,    1736 allocs/op
BenchmarkStd,    1000,   2265551 ns/op,  305462 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2220592 ns/op,  305058 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     85027 ns/op,    7945 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1108387 ns/op,  284834 B/op,    1560 allocs/op
BenchmarkInit,       1,2652613408 ns/op,370782736 B/op, 4687333 allocs/op
BenchmarkGeneExpression,     500,   5021948 ns/op,  309357 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004772732 ns/op,  304200 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2264257 ns/op,  305282 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2234850 ns/op,  305389 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     86645 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1110001 ns/op,  284942 B/op,    1561 allocs/op
BenchmarkInit,       1,2624820718 ns/op,370741984 B/op, 4687000 allocs/op
BenchmarkGeneExpression,     500,   4943767 ns/op,  309287 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004665363 ns/op,  304088 B/op,    1732 allocs/op
BenchmarkStd,    1000,   2271694 ns/op,  305472 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2231167 ns/op,  304815 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83935 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1106316 ns/op,  284899 B/op,    1560 allocs/op
BenchmarkInit,       1,2622289924 ns/op,370662368 B/op, 4686743 allocs/op
BenchmarkGeneExpression,     500,   4977727 ns/op,  309271 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004109222 ns/op,  303336 B/op,    1732 allocs/op
BenchmarkStd,    1000,   2285039 ns/op,  305069 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2235479 ns/op,  305275 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     86217 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1106969 ns/op,  284882 B/op,    1560 allocs/op
BenchmarkInit,       1,2625299311 ns/op,370772832 B/op, 4686927 allocs/op
BenchmarkGeneExpression,     500,   4995920 ns/op,  309242 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004064645 ns/op,  304264 B/op,    1734 allocs/op
BenchmarkStd,    1000,   2262599 ns/op,  305275 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2230002 ns/op,  305222 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     85018 ns/op,    7945 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1109859 ns/op,  284889 B/op,    1560 allocs/op
BenchmarkInit,       1,2597851050 ns/op,370750800 B/op, 4687010 allocs/op
BenchmarkGeneExpression,     500,   4908691 ns/op,  309358 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004633682 ns/op,  303512 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2277587 ns/op,  305242 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2231761 ns/op,  304721 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     84773 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1103563 ns/op,  284967 B/op,    1561 allocs/op
BenchmarkInit,       1,2599912114 ns/op,370691280 B/op, 4686785 allocs/op
BenchmarkGeneExpression,     500,   4956028 ns/op,  309244 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003694751 ns/op,  304088 B/op,    1732 allocs/op
BenchmarkStd,    1000,   2261102 ns/op,  305367 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2238048 ns/op,  304767 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     83844 ns/op,    7947 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1107173 ns/op,  284836 B/op,    1560 allocs/op
BenchmarkInit,       1,2636560184 ns/op,370784672 B/op, 4687213 allocs/op
BenchmarkGeneExpression,     500,   4930126 ns/op,  309318 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003342037 ns/op,  304152 B/op,    1732 allocs/op
BenchmarkStd,    1000,   2271238 ns/op,  305236 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2219925 ns/op,  305327 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     84138 ns/op,    7945 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1109340 ns/op,  284912 B/op,    1560 allocs/op
BenchmarkInit,       1,2608237315 ns/op,370777040 B/op, 4687137 allocs/op
BenchmarkGeneExpression,     500,   4969144 ns/op,  309202 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003155787 ns/op,  304152 B/op,    1732 allocs/op
BenchmarkStd,    1000,   2264165 ns/op,  305471 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2234116 ns/op,  305070 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     85193 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1108886 ns/op,  284903 B/op,    1560 allocs/op
BenchmarkInit,       1,2602826850 ns/op,370760528 B/op, 4687191 allocs/op
BenchmarkGeneExpression,     500,   4849090 ns/op,  309310 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003626596 ns/op,  348024 B/op,    1739 allocs/op
BenchmarkStd,    1000,   2276803 ns/op,  305180 B/op,    1713 allocs/op
BenchmarkVariance,    1000,   2233892 ns/op,  305478 B/op,    1716 allocs/op
BenchmarkSetScale,   20000,     84021 ns/op,    7947 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1105585 ns/op,  284972 B/op,    1561 allocs/op
BenchmarkInit,       1,2615782836 ns/op,370727664 B/op, 4686916 allocs/op
BenchmarkGeneExpression,     500,   4876623 ns/op,  309304 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1003538016 ns/op,  304040 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2264862 ns/op,  305053 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2226277 ns/op,  304948 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     85153 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1109887 ns/op,  284904 B/op,    1560 allocs/op
BenchmarkInit,       1,2625584328 ns/op,370699824 B/op, 4686756 allocs/op
BenchmarkGeneExpression,     500,   4917264 ns/op,  309321 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1002896560 ns/op,  304152 B/op,    1733 allocs/op
BenchmarkStd,    1000,   2267700 ns/op,  305281 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2235223 ns/op,  305329 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     82544 ns/op,    7946 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1109998 ns/op,  284940 B/op,    1561 allocs/op
BenchmarkInit,       1,2623237575 ns/op,370713328 B/op, 4686867 allocs/op
BenchmarkGeneExpression,     500,   4970661 ns/op,  309270 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004655956 ns/op,  304040 B/op,    1732 allocs/op
BenchmarkStd,    1000,   2262906 ns/op,  305012 B/op,    1712 allocs/op
BenchmarkVariance,    1000,   2247574 ns/op,  304927 B/op,    1715 allocs/op
BenchmarkSetScale,   20000,     88150 ns/op,    7945 B/op,      87 allocs/op
BenchmarkBackground,    2000,   1101799 ns/op,  284851 B/op,    1560 allocs/op
BenchmarkInit,       1,2609542626 ns/op,370726032 B/op, 4686866 allocs/op
BenchmarkGeneExpression,     500,   4939199 ns/op,  309394 B/op,    1681 allocs/op
BenchmarkAverageDiff,       1,1004611702 ns/op,  305336 B/op,    1734 allocs/op
