BenchmarkStd,     500,   4925225 ns/op,  358053 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4470973 ns/op,  358181 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79711 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    936032 ns/op,  285236 B/op,    1564 allocs/op
BenchmarkInit,       1,27805260097 ns/op,3481300072 B/op,43479474 allocs/op
BenchmarkGeneExpression,     500,   5568018 ns/op,  400062 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1003443917 ns/op,  355480 B/op,    1736 allocs/op
BenchmarkStd,     500,   4986379 ns/op,  357940 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4448006 ns/op,  357964 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79212 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    941129 ns/op,  285246 B/op,    1564 allocs/op
BenchmarkInit,       1,27974391672 ns/op,3481520584 B/op,43480519 allocs/op
BenchmarkGeneExpression,     500,   5416800 ns/op,  400257 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005655322 ns/op,  356392 B/op,    1736 allocs/op
BenchmarkStd,     500,   4488070 ns/op,  357984 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4470724 ns/op,  358147 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     81223 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    945438 ns/op,  285241 B/op,    1564 allocs/op
BenchmarkInit,       1,27815144518 ns/op,3481236728 B/op,43479148 allocs/op
BenchmarkGeneExpression,     500,   5401003 ns/op,  400140 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1004967128 ns/op,  352920 B/op,    1737 allocs/op
BenchmarkStd,     500,   4598165 ns/op,  357837 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4439321 ns/op,  358169 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79022 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    941976 ns/op,  285243 B/op,    1564 allocs/op
BenchmarkInit,       1,27961783087 ns/op,3481394168 B/op,43479750 allocs/op
BenchmarkGeneExpression,     500,   5406796 ns/op,  400230 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005266309 ns/op,  354456 B/op,    1735 allocs/op
BenchmarkStd,     500,   4505028 ns/op,  357917 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4446023 ns/op,  357761 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     81025 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    936999 ns/op,  285225 B/op,    1564 allocs/op
BenchmarkInit,       1,28023962958 ns/op,3481549000 B/op,43480615 allocs/op
BenchmarkGeneExpression,     500,   5405950 ns/op,  399997 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005159390 ns/op,  354776 B/op,    1738 allocs/op
BenchmarkStd,     500,   5046487 ns/op,  357823 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4452067 ns/op,  358060 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     81010 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    934662 ns/op,  285249 B/op,    1564 allocs/op
BenchmarkInit,       1,27910522507 ns/op,3481299096 B/op,43479203 allocs/op
BenchmarkGeneExpression,     500,   5506139 ns/op,  399905 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005168743 ns/op,  354632 B/op,    1737 allocs/op
BenchmarkStd,     500,   4956383 ns/op,  357946 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4835085 ns/op,  358150 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     81610 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    937995 ns/op,  285243 B/op,    1564 allocs/op
BenchmarkInit,       1,28121757624 ns/op,3480839240 B/op,43471863 allocs/op
BenchmarkGeneExpression,     500,   5375171 ns/op,  399792 B/op,    1691 allocs/op
BenchmarkAverageDiff,       1,1003409170 ns/op,  354744 B/op,    1739 allocs/op
BenchmarkStd,     500,   4441282 ns/op,  357926 B/op,    1720 allocs/op
BenchmarkVariance,     500,   4458574 ns/op,  358103 B/op,    1723 allocs/op
BenchmarkSetScale,   20000,     79532 ns/op,    7929 B/op,      87 allocs/op
BenchmarkBackground,    2000,    933317 ns/op,  285202 B/op,    1564 allocs/op
BenchmarkInit,       1,28099646635 ns/op,3481334312 B/op,43479621 allocs/op
BenchmarkGeneExpression,     500,   5397134 ns/op,  399788 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1003827333 ns/op,  354072 B/op,    1738 allocs/op
BenchmarkStd,     500,   4428025 ns/op,  358084 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4435299 ns/op,  358245 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79411 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    936138 ns/op,  285231 B/op,    1564 allocs/op
BenchmarkInit,       1,27994332757 ns/op,3481412312 B/op,43478976 allocs/op
BenchmarkGeneExpression,     500,   5378542 ns/op,  399857 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005270935 ns/op,  355592 B/op,    1738 allocs/op
BenchmarkStd,     500,   4461690 ns/op,  357936 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4480109 ns/op,  358018 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     80078 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    935811 ns/op,  285247 B/op,    1564 allocs/op
BenchmarkInit,       1,28199081021 ns/op,3481313752 B/op,43479418 allocs/op
BenchmarkGeneExpression,     500,   5244784 ns/op,  399902 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005960573 ns/op,  353432 B/op,    1741 allocs/op
BenchmarkStd,     500,   4458830 ns/op,  358025 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4440946 ns/op,  358052 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     80371 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    938378 ns/op,  285237 B/op,    1564 allocs/op
BenchmarkInit,       1,28016088901 ns/op,3481347672 B/op,43479670 allocs/op
BenchmarkGeneExpression,     500,   5342792 ns/op,  400017 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1004599493 ns/op,  355000 B/op,    1740 allocs/op
BenchmarkStd,     500,   4443828 ns/op,  358001 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4431570 ns/op,  358132 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79015 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    935138 ns/op,  285250 B/op,    1564 allocs/op
BenchmarkInit,       1,27957604005 ns/op,3481481736 B/op,43480045 allocs/op
BenchmarkGeneExpression,     500,   5381348 ns/op,  400101 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005159392 ns/op,  354744 B/op,    1738 allocs/op
BenchmarkStd,     500,   4459267 ns/op,  358075 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4445666 ns/op,  357455 B/op,    1724 allocs/op
BenchmarkSetScale,   20000,     80287 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    941567 ns/op,  285242 B/op,    1564 allocs/op
BenchmarkInit,       1,27907080165 ns/op,3481353320 B/op,43479557 allocs/op
BenchmarkGeneExpression,     500,   5320326 ns/op,  400163 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1003198664 ns/op,  355768 B/op,    1739 allocs/op
BenchmarkStd,     500,   4423366 ns/op,  357931 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4436521 ns/op,  357918 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     80508 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    947054 ns/op,  285242 B/op,    1564 allocs/op
BenchmarkInit,       1,27991024742 ns/op,3481491704 B/op,43480366 allocs/op
BenchmarkGeneExpression,     500,   5475706 ns/op,  400042 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1003049417 ns/op,  354584 B/op,    1737 allocs/op
BenchmarkStd,     500,   4451192 ns/op,  357932 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4459576 ns/op,  357967 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79940 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    934566 ns/op,  285244 B/op,    1564 allocs/op
BenchmarkInit,       1,27892256772 ns/op,3481343112 B/op,43479716 allocs/op
BenchmarkGeneExpression,     500,   5373578 ns/op,  400139 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1004648705 ns/op,  354888 B/op,    1739 allocs/op
BenchmarkStd,     500,   4992208 ns/op,  357799 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4463959 ns/op,  357278 B/op,    1724 allocs/op
BenchmarkSetScale,   20000,     82996 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    936581 ns/op,  285235 B/op,    1564 allocs/op
BenchmarkInit,       1,27707100114 ns/op,3481327032 B/op,43478560 allocs/op
BenchmarkGeneExpression,     500,   5391994 ns/op,  400065 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1004747012 ns/op,  354584 B/op,    1736 allocs/op
BenchmarkStd,     500,   4898936 ns/op,  357897 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4979791 ns/op,  358107 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     80856 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    938312 ns/op,  285239 B/op,    1564 allocs/op
BenchmarkInit,       1,27967944757 ns/op,3481531688 B/op,43480548 allocs/op
BenchmarkGeneExpression,     500,   5447192 ns/op,  400032 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1006750785 ns/op,  351944 B/op,    1739 allocs/op
BenchmarkStd,     500,   4974485 ns/op,  357716 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4432860 ns/op,  358109 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     81945 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    937499 ns/op,  285229 B/op,    1564 allocs/op
BenchmarkInit,       1,28070882651 ns/op,3481449656 B/op,43479296 allocs/op
BenchmarkGeneExpression,     500,   5441300 ns/op,  399991 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005137106 ns/op,  354568 B/op,    1736 allocs/op
BenchmarkStd,     500,   5094446 ns/op,  358046 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4482468 ns/op,  357985 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79755 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    935656 ns/op,  285229 B/op,    1564 allocs/op
BenchmarkInit,       1,28162644942 ns/op,3481402872 B/op,43478917 allocs/op
BenchmarkGeneExpression,     500,   5302969 ns/op,  400105 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005238303 ns/op,  356520 B/op,    1740 allocs/op
BenchmarkStd,     500,   5035349 ns/op,  357938 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4450611 ns/op,  358026 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     81094 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    939331 ns/op,  285237 B/op,    1564 allocs/op
BenchmarkInit,       1,27756532299 ns/op,3481630200 B/op,43480874 allocs/op
BenchmarkGeneExpression,     500,   5368525 ns/op,  399812 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005031589 ns/op,  351944 B/op,    1738 allocs/op
BenchmarkStd,     500,   4476858 ns/op,  358345 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4464293 ns/op,  358305 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     81739 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    941806 ns/op,  285233 B/op,    1564 allocs/op
BenchmarkInit,       1,28178714930 ns/op,3481543144 B/op,43480143 allocs/op
BenchmarkGeneExpression,     500,   5334274 ns/op,  400017 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1004785959 ns/op,  354952 B/op,    1740 allocs/op
BenchmarkStd,     500,   4438194 ns/op,  358279 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4446338 ns/op,  357880 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     81125 ns/op,    7933 B/op,      87 allocs/op
BenchmarkBackground,    2000,    935986 ns/op,  285288 B/op,    1565 allocs/op
BenchmarkInit,       1,28146232425 ns/op,3481322184 B/op,43479556 allocs/op
BenchmarkGeneExpression,     500,   5315323 ns/op,  400129 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005160118 ns/op,  354456 B/op,    1735 allocs/op
BenchmarkStd,     500,   4477815 ns/op,  357979 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4419584 ns/op,  357873 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     80083 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    934002 ns/op,  285229 B/op,    1564 allocs/op
BenchmarkInit,       1,27858429497 ns/op,3481588424 B/op,43480780 allocs/op
BenchmarkGeneExpression,     500,   5302262 ns/op,  399777 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1003862736 ns/op,  354712 B/op,    1738 allocs/op
BenchmarkStd,     500,   4456206 ns/op,  357916 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4429652 ns/op,  357938 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79126 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    935896 ns/op,  285219 B/op,    1564 allocs/op
BenchmarkInit,       1,28003817130 ns/op,3481709880 B/op,43481377 allocs/op
BenchmarkGeneExpression,     500,   5367106 ns/op,  400012 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1003980138 ns/op,  399448 B/op,    1744 allocs/op
BenchmarkStd,     500,   4444532 ns/op,  357873 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4403456 ns/op,  358071 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79944 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    940603 ns/op,  285252 B/op,    1564 allocs/op
BenchmarkInit,       1,27907780136 ns/op,3481496248 B/op,43480255 allocs/op
BenchmarkGeneExpression,     500,   5403763 ns/op,  399927 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1003663338 ns/op,  352104 B/op,    1739 allocs/op
BenchmarkStd,     500,   4671777 ns/op,  358512 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4456284 ns/op,  358291 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79867 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    936955 ns/op,  285227 B/op,    1564 allocs/op
BenchmarkInit,       1,27881559380 ns/op,3481284280 B/op,43478341 allocs/op
BenchmarkGeneExpression,     500,   5389805 ns/op,  400095 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1004053030 ns/op,  355112 B/op,    1737 allocs/op
BenchmarkStd,     500,   4991846 ns/op,  358046 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4430873 ns/op,  358301 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     80523 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    941014 ns/op,  285232 B/op,    1564 allocs/op
BenchmarkInit,       1,28000444211 ns/op,3481313160 B/op,43479349 allocs/op
BenchmarkGeneExpression,     500,   5329058 ns/op,  399985 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1004177635 ns/op,  354664 B/op,    1737 allocs/op
BenchmarkStd,     500,   4432039 ns/op,  358310 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4435224 ns/op,  358452 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     80815 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    936561 ns/op,  285225 B/op,    1564 allocs/op
BenchmarkInit,       1,27910190853 ns/op,3481453304 B/op,43479855 allocs/op
BenchmarkGeneExpression,     500,   5338428 ns/op,  400008 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005014606 ns/op,  353288 B/op,    1740 allocs/op
BenchmarkStd,     500,   4413451 ns/op,  358066 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4427216 ns/op,  357872 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     80493 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    939963 ns/op,  285232 B/op,    1564 allocs/op
BenchmarkInit,       1,27969704736 ns/op,3480972008 B/op,43476313 allocs/op
BenchmarkGeneExpression,     500,   5333912 ns/op,  399846 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1003731087 ns/op,  357496 B/op,    1738 allocs/op
BenchmarkStd,     500,   4457968 ns/op,  357831 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4439549 ns/op,  358044 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     81761 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    971168 ns/op,  285234 B/op,    1564 allocs/op
BenchmarkInit,       1,28065620532 ns/op,3481569912 B/op,43480701 allocs/op
BenchmarkGeneExpression,     500,   5322312 ns/op,  400026 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1004227832 ns/op,  354760 B/op,    1738 allocs/op
BenchmarkStd,     500,   4404043 ns/op,  358042 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4438783 ns/op,  357851 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     81207 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    934644 ns/op,  285234 B/op,    1564 allocs/op
BenchmarkInit,       1,28040176825 ns/op,3481153304 B/op,43478546 allocs/op
BenchmarkGeneExpression,     500,   5352032 ns/op,  399875 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005203486 ns/op,  355688 B/op,    1738 allocs/op
BenchmarkStd,     500,   4432073 ns/op,  358032 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4463508 ns/op,  358284 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     79991 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    935141 ns/op,  285235 B/op,    1564 allocs/op
BenchmarkInit,       1,28028231485 ns/op,3480789528 B/op,43475314 allocs/op
BenchmarkGeneExpression,     500,   5305514 ns/op,  399981 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1004997513 ns/op,  354104 B/op,    1738 allocs/op
BenchmarkStd,     500,   4433885 ns/op,  358000 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4448328 ns/op,  358126 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     80075 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    941519 ns/op,  285231 B/op,    1564 allocs/op
BenchmarkInit,       1,27819024064 ns/op,3481503720 B/op,43480238 allocs/op
BenchmarkGeneExpression,     500,   5347047 ns/op,  399938 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1006100868 ns/op,  354488 B/op,    1737 allocs/op
BenchmarkStd,     500,   4457108 ns/op,  358345 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4424048 ns/op,  357685 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     80564 ns/op,    7934 B/op,      87 allocs/op
BenchmarkBackground,    2000,    935178 ns/op,  285220 B/op,    1564 allocs/op
BenchmarkInit,       1,27848962865 ns/op,3481120920 B/op,43477421 allocs/op
BenchmarkGeneExpression,     500,   5415907 ns/op,  399993 B/op,    1693 allocs/op
BenchmarkAverageDiff,       1,1005477995 ns/op,  355736 B/op,    1738 allocs/op
BenchmarkStd,     500,   4415409 ns/op,  357908 B/op,    1722 allocs/op
BenchmarkVariance,     500,   4416498 ns/op,  357807 B/op,    1725 allocs/op
BenchmarkSetScale,   20000,     82945 ns/op,    7934 B/op,      87 allocs/op
